,x1,Product List,Random Picker,x2,Sex List,Random Picker,x3,Random Age Generator,x4,Nationality List,Random Picker,x5,Region List,Random Picker,x6,Branches List,Random Picker,x7,Product List,Cost,Mapping to the product from D,x8,Month,Random Picker,x9,Level of Satisfaction,x10,Review Length (Word Count),x11,Number of Workers to Hire List,Mapping to Branch,x12
839,35D9F1FE,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,28,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,900,0 0 1 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,1,1 0 0 0 0,85,0 1,,12,0 0 1
840,81D5289E,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,52,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,160,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,3,0 0 1 0 0,56,0 1,,12,0 0 1
841,81351763,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,56,0 0 0 1 0,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,900,0 0 1 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,2,0 1 0 0 0,74,0 1,,16,0 0 1
842,CCBA9386,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,27,0 0 1 0 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,600,0 1 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,54,0 1,,12,0 0 1
843,C5D68047,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,56,0 0 0 1 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,160,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,37,1 0,,10,0 0 1
844,8C87D058,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,46,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,260,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,5,0 0 0 0 1,43,1 0,,16,0 0 1
845,FC4DCCE7,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,47,0 0 0 1 0,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,160,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,47,1 0,,10,0 0 1
846,0C91342E,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,66,0 0 0 0 1,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,180,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,2,0 1 0 0 0,6,1 0,,10,0 0 1
847,218873CF,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,87,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,4,0 0 0 1 0,11,1 0,,12,0 0 1
848,36225D89,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,58,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,220,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,2,0 1 0 0 0,94,0 1,,16,0 0 1
849,709FA487,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,37,0 0 1 0 0,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,220,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,72,0 1,,16,0 0 1
850,CA4177D4,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,59,0 0 0 1 0,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,600,0 1 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,3,0 0 1 0 0,90,0 1,,12,0 0 1
851,89FC00BF,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,58,0 0 0 1 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,73,0 1,,16,0 0 1
852,661AACF3,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,86,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,3,0 0 1 0 0,13,1 0,,12,0 0 1
853,236C7250,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,31,0 0 1 0 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,600,0 1 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,2,0 1 0 0 0,25,1 0,,12,0 0 1
854,CA3CAFE7,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,37,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,154,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,42,1 0,,10,0 0 1
855,A2DDA316,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,26,0 0 1 0 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,600,0 1 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,1,1 0 0 0 0,87,0 1,,12,0 0 1
856,BBF9810A,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,48,0 0 0 1 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,600,0 1 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,35,1 0,,10,0 0 1
857,3433D65C,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,33,0 0 1 0 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,900,0 0 1 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,4,0 0 0 1 0,45,1 0,,12,0 0 1
858,57CCD0EC,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,12,0 1 0 0 0,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,600,0 1 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,66,0 1,,12,0 0 1
859,CAA12CEF,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,85,0 0 0 0 1,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,2,0 1 0 0 0,61,0 1,,12,0 0 1
860,EDDBA3BC,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,85,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,32,1 0,,12,0 0 1
861,9AEE92EA,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,41,0 0 0 1 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,600,0 1 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,1,1 0 0 0 0,64,0 1,,10,0 0 1
862,8CB71CF9,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,21,0 0 1 0 0,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,3,0 0 1 0 0,92,0 1,,10,0 0 1
863,06CDE0D3,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,59,0 0 0 1 0,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,73,0 1,,12,0 0 1
864,5CC694F2,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,76,0 0 0 0 1,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,180,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,2,0 1 0 0 0,99,0 1,,12,0 0 1
865,7DAFEF2D,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,63,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,1500,0 0 0 1,,May,0 0 0 0 1 0 0 0 0 0 0 0,2,0 1 0 0 0,10,1 0,,10,0 0 1
866,6E5B5B5A,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,23,0 0 1 0 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,100,0 1,,12,0 0 1
867,5E01A087,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,69,0 0 0 0 1,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,180,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,66,0 1,,12,0 0 1
868,CFB2CD63,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,79,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,600,0 1 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,68,0 1,,10,0 0 1
869,7E5F2CCA,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,82,0 0 0 0 1,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,57,0 1,,10,0 0 1
870,BD51A111,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,51,0 0 0 1 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,1,1 0 0 0 0,26,1 0,,10,0 0 1
871,597D2746,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,34,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,154,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,2,0 1 0 0 0,85,0 1,,16,0 0 1
872,C06D8D08,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,30,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,260,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,2,0 1 0 0 0,40,1 0,,16,0 0 1
873,457B0CD9,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,72,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,154,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,2,0 1 0 0 0,44,1 0,,12,0 0 1
874,32C8AA71,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,63,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,2,0 1 0 0 0,72,0 1,,10,0 0 1
875,104B57E6,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,55,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,900,0 0 1 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,50,0 1,,12,0 0 1
876,27B43D39,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,33,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,51,0 1,,12,0 0 1
877,7B1962C4,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,36,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,1,1 0 0 0 0,8,1 0,,12,0 0 1
878,4D26C0E4,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,44,0 0 0 1 0,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,600,0 1 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,5,0 0 0 0 1,26,1 0,,12,0 0 1
879,8E5598B6,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,64,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,260,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,1,1 0 0 0 0,32,1 0,,12,0 0 1
880,402B5F94,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,27,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,900,0 0 1 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,1,1 0 0 0 0,6,1 0,,12,0 0 1
881,9394BAB9,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,88,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,3,0 0 1 0 0,2,1 0,,16,0 0 1
882,BBAF370F,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,81,0 0 0 0 1,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,1,1 0 0 0 0,36,1 0,,10,0 0 1
883,A1F73F3D,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,68,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,April,0 0 0 1 0 0 0 0 0 0 0 0,4,0 0 0 1 0,30,1 0,,16,0 0 1
884,4A13107B,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,90,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,5,0 0 0 0 1,14,1 0,,12,0 0 1
885,519A0BB4,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,11,1 0 0 0 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,180,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,5,0 0 0 0 1,54,0 1,,12,0 0 1
886,EF2E6E50,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,11,1 0 0 0 0,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,6,1 0,,10,0 0 1
887,1AE20EB3,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,44,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,600,0 1 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,5,0 0 0 0 1,7,1 0,,12,0 0 1
888,F3DB1542,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,11,1 0 0 0 0,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,220,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,3,0 0 1 0 0,11,1 0,,16,0 0 1
889,A3887F16,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,58,0 0 0 1 0,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,3,0 0 1 0 0,71,0 1,,12,0 0 1
890,53EE7142,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,80,0 0 0 0 1,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,5,0 0 0 0 1,93,0 1,,12,0 0 1
891,4D65C2A7,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,57,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,600,0 1 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,2,0 1 0 0 0,49,1 0,,10,0 0 1
892,ADF87ED5,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,39,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,154,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,1,1 0 0 0 0,76,0 1,,12,0 0 1
893,8E554250,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,19,0 1 0 0 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,160,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,53,0 1,,16,0 0 1
894,3F761A8F,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,72,0 0 0 0 1,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,600,0 1 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,91,0 1,,16,0 0 1
895,3D6CACAA,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,62,0 0 0 0 1,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,600,0 1 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,4,0 0 0 1 0,57,0 1,,12,0 0 1
896,DA9ED8D6,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,88,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,49,1 0,,12,0 0 1
897,2C656D5C,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,58,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,29,1 0,,12,0 0 1
898,AAD4CE8B,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,73,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,260,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,77,0 1,,12,0 0 1
899,2CBF5F60,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,41,0 0 0 1 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,600,0 1 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,26,1 0,,12,0 0 1
900,7C3EEA43,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,44,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,180,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,2,0 1 0 0 0,51,0 1,,12,0 0 1
901,630FF61A,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,17,0 1 0 0 0,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,600,0 1 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,5,0 0 0 0 1,55,0 1,,16,0 0 1
902,687CC42D,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,54,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,3,0 0 1 0 0,51,0 1,,16,0 0 1
903,68616CE7,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,43,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,154,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,22,1 0,,12,0 0 1
904,BFED0738,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,21,0 0 1 0 0,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,180,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,5,0 0 0 0 1,92,0 1,,16,0 0 1
905,D5B9B502,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,40,0 0 0 1 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,260,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,1,1 0 0 0 0,62,0 1,,10,0 0 1
906,A2EDDB54,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,28,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,2,0 1 0 0 0,75,0 1,,12,0 0 1
907,191931E9,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,41,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,2,0 1 0 0 0,61,0 1,,12,0 0 1
908,8310EF2C,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,86,0 0 0 0 1,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,5,0 0 0 0 1,3,1 0,,16,0 0 1
909,C9BD7A87,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,56,0 0 0 1 0,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,98,0 1,,12,0 0 1
910,17B30807,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,25,0 0 1 0 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,154,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,4,0 0 0 1 0,78,0 1,,10,0 0 1
911,8B74B2B3,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,21,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,154,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,5,0 0 0 0 1,41,1 0,,12,0 0 1
912,BE013F61,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,33,0 0 1 0 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,2,0 1 0 0 0,4,1 0,,12,0 0 1
913,22923222,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,19,0 1 0 0 0,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,220,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,5,0 0 0 0 1,69,0 1,,16,0 0 1
914,B0744996,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,24,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,February,0 1 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,79,0 1,,12,0 0 1
915,DBDD87BC,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,45,0 0 0 1 0,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,260,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,1,1 0 0 0 0,6,1 0,,12,0 0 1
916,8F6C730A,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,49,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,600,0 1 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,36,1 0,,10,0 0 1
917,59E11754,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,69,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,April,0 0 0 1 0 0 0 0 0 0 0 0,2,0 1 0 0 0,82,0 1,,16,0 0 1
918,D21F3252,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,25,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,260,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,50,0 1,,10,0 0 1
919,338DD95E,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,58,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,180,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,24,1 0,,12,0 0 1
920,7EB17352,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,85,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,17,1 0,,10,0 0 1
921,5B7DFB9F,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,73,0 0 0 0 1,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,180,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,4,0 0 0 1 0,64,0 1,,12,0 0 1
