Year,Host_City,Sport,Discipline,Event,Event_gender,Surname,Given_Name,Gender,Country,Medal
1/1/2000,Sydney,Gymnastics,Rhythmic G.,group competition,W,Karyami,Zacharoula,Women,Greece,Bronze
1/1/2000,Sydney,Wrestling,Wrestling Free.,97 - 130kg,M,Rodriguez,Alexis,Men,Cuba,Bronze
1/1/2000,Sydney,Equestrian,Eventing,team,,Law,Leslie,Men,United Kingdom,Silver
1/1/2000,Sydney,Archery,Archery,team (FITA Olympic round - 70m),M,Jang,Yong-Ho,Men,"Korea, South",Gold
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Oswalt,Roy,Men,United States,Gold
1/1/2000,Sydney,Fencing,Fencing,foil team,W,Bau,Sabine Christiane,Women,Germany,Bronze
1/1/2000,Sydney,Athletics,Athletics,marathon,W,Chepchumba,Joyce,Men,Kenya,Bronze
1/1/2000,Sydney,Table Tennis,Table Tennis,doubles,W,Yang,Ying,Women,China,Silver
1/1/2000,Sydney,Sailing,Sailing,49er - Skiff,,Johanson,Thomas,Men,Finland,Gold
1/1/2000,Sydney,Hockey,Hockey,hockey,M,Wind,Peter,Men,Netherlands,Gold
1/1/2000,Sydney,Aquatics,Swimming,4x100m freestyle relay,M,Borges,Gustavo,Men,Brazil,Bronze
1/1/2000,Sydney,Tennis,Tennis,doubles,W,Van roost,Dominique,Women,Belgium,Bronze
1/1/2000,Sydney,Rowing,Rowing,quadruple sculls without coxswain (4x),W,Lutze,Manuela,Women,Germany,Gold
1/1/2000,Sydney,Judo,Judo,+ 78kg (heavyweight),W,Yamashita,Mayumi,Women,Japan,Bronze
1/1/2000,Sydney,Football,Football,football,M,Alvarez,Cristian,Men,Chile,Bronze
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Masotta,Paula Karina,Women,Argentina,Silver
1/1/2000,Sydney,Basketball,Basketball,basketball,M,Houston,Allan,Men,United States,Gold
1/1/2000,Sydney,Basketball,Basketball,basketball,W,Luz,Helen Cristina,Women,Brazil,Bronze
1/1/2000,Sydney,Rowing,Rowing,quadruple sculls without coxswain (4x),M,Simon,Diederik,Men,Netherlands,Silver
1/1/2000,Sydney,Athletics,Athletics,javelin throw,M,Makarov,Sergey,Men,Russia,Bronze
1/1/2000,Sydney,Athletics,Athletics,long jump,W,Kotova,Tatyana,Women,Russia,Bronze
1/1/2000,Sydney,Athletics,Athletics,5000m,M,Saidi-sief,Ali,Men,Algeria,Silver
1/1/2000,Sydney,Table Tennis,Table Tennis,doubles,M,Liu,Guoliang,Men,China,Silver
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Kim,Dong-Joo,Men,"Korea, South",Bronze
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,M,Mastrangelo,Luigi,Men,Italy,Bronze
1/1/2000,Sydney,Rowing,Rowing,eight with coxswain (8+),W,Meijer,Elien,Women,Netherlands,Silver
1/1/2000,Sydney,Basketball,Basketball,basketball,M,Sonko,Mustapha,Men,France,Silver
1/1/2000,Sydney,Aquatics,Synchronized S.,team,W,Azarova,Elena,Women,Russia,Gold
1/1/2000,Sydney,Cycling,Cycling Track,Team Pursuit (4000m),M,Chernyavskyy,Sergiy,Men,Ukraine,Silver
1/1/2000,Sydney,Taekwondo,Taekwondo,58 - 68 kg,M,Saei,Hadi,Men,Iran,Bronze
1/1/2000,Sydney,Football,Football,football,M,Puyol,Carlos,Men,Spain,Silver
1/1/2000,Sydney,Athletics,Athletics,200m,M,Boldon,Ato,Men,Trinidad and Tobago,Bronze
1/1/2000,Sydney,Aquatics,Swimming,200m butterfly,W,O'neill,Susan,Women,Australia,Silver
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Vera,Norge Luis,Men,Cuba,Silver
1/1/2000,Sydney,Handball,Handball,handball,W,Haltvik,Trine,Women,Norway,Bronze
1/1/2000,Sydney,Athletics,Athletics,triple jump,M,Garcia,Yoel,Men,Cuba,Silver
1/1/2000,Sydney,Aquatics,Synchronized S.,team,W,Letourneau,Fanny,Women,Canada,Bronze
1/1/2000,Sydney,Rowing,Rowing,four without coxswain (4-),M,Redgrave,Steven,Men,United Kingdom,Gold
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Burroughs,Sean,Men,United States,Gold
1/1/2000,Sydney,Weightlifting,Weightlifting,69kg,W,Peresztegine markus,Erzsebet,Women,Hungary,Silver
1/1/2000,Sydney,Aquatics,Swimming,4x100m freestyle relay,W,Shealy,Courtney,Women,United States,Gold
1/1/2000,Sydney,Table Tennis,Table Tennis,singles,W,Chen,Jing,Women,Taiwan,Bronze
1/1/2000,Sydney,Weightlifting,Weightlifting,94kg,M,Kakiasvilis,Akakios,Men,Greece,Gold
1/1/2000,Sydney,Aquatics,Swimming,200m backstroke,W,Nakao,Miki,Women,Japan,Bronze
1/1/2000,Sydney,Aquatics,Diving,synchronized diving 3m springboard,M,Xiao,Hailiang,Men,China,Gold
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,M,Bracci,Marco,Men,Italy,Bronze
1/1/2000,Sydney,Wrestling,Wrestling Free.,76 - 85kg,M,Saitiev,Adam,Men,Russia,Gold
1/1/2000,Sydney,Judo,Judo,52 - 57kg (lightweight),W,Gonzalez,Driulys,Women,Cuba,Silver
1/1/2000,Sydney,Basketball,Basketball,basketball,W,Leslie,Lisa,Women,United States,Gold
1/1/2000,Sydney,Boxing,Boxing,63.5 - 67kg (welterweight),M,Saitov,Oleg,Men,Russia,Gold
1/1/2000,Sydney,Aquatics,Swimming,200m backstroke,M,Krayzelburg,Lenny,Men,United States,Gold
1/1/2000,Sydney,Tennis,Tennis,doubles,M,Nestor,Daniel,Men,Canada,Gold
1/1/2000,Sydney,Softball,Softball,softball,W,Koseki,Shiori,Women,Japan,Silver
1/1/2000,Sydney,Athletics,Athletics,4x400m relay,W,Scott-pomales,Catherine,Women,Jamaica,Silver
1/1/2000,Sydney,Athletics,Athletics,shot put,M,Harju,Arsi,Men,Finland,Gold
1/1/2000,Sydney,Basketball,Basketball,basketball,W,Neves,Claudia,Women,Brazil,Bronze
1/1/2000,Sydney,Gymnastics,Rhythmic G.,group competition,W,Aindili,Eirini,Women,Greece,Bronze
1/1/2000,Sydney,Athletics,Athletics,high jump,W,Cloete,Hestrie,Women,South Africa,Silver
1/1/2000,Sydney,Cycling,Cycling Road,individual road race,M,Kloden,Andreas,Men,Germany,Bronze
1/1/2000,Sydney,Fencing,Fencing,épée team,W,Romagnoli,Diana,Women,Switzerland,Silver
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Franklin,Ryan,Men,United States,Gold
1/1/2000,Sydney,Gymnastics,Artistic G.,balance beam,W,Lobazniouk,Ekaterina,Women,Russia,Silver
1/1/2000,Sydney,Judo,Judo,+ 100kg (heavyweight),M,Pertelson,Indrek,Men,Estonia,Bronze
1/1/2000,Sydney,Fencing,Fencing,sabre individual,M,Kothny,Wiradech,Men,Germany,Bronze
1/1/2000,Sydney,Aquatics,Swimming,4x200m freestyle relay,W,Rooney,Giaan,Women,Australia,Silver
1/1/2000,Sydney,Aquatics,Swimming,200m backstroke,W,Maracineanu,Roxana,Women,France,Silver
1/1/2000,Sydney,Aquatics,Swimming,4x100m freestyle relay,W,Van dyken,Amy,Women,United States,Gold
1/1/2000,Sydney,Cycling,Cycling Track,1km time trial,M,Queally,Jason,Men,United Kingdom,Gold
1/1/2000,Sydney,Judo,Judo,70 - 78kg (half-heavyweight),W,Lebrun,Celine,Women,France,Silver
1/1/2000,Sydney,Sailing,Sailing,470 - Two Person Dinghy,M,Foerster,Paul,Men,United States,Silver
1/1/2000,Sydney,Aquatics,Water polo,water polo,W,Koroleva,Maria,Women,Russia,Bronze
1/1/2000,Sydney,Athletics,Athletics,triple jump,M,Edwards,Jonathan David,Men,United Kingdom,Gold
1/1/2000,Sydney,Athletics,Athletics,100m hurdles,W,Alozie,Gloria,Women,Nigeria,Silver
1/1/2000,Sydney,Athletics,Athletics,5000m,W,Szabo,Gabriela,Women,Romania,Gold
1/1/2000,Sydney,Athletics,Athletics,1500m,M,Ngenyi,Noah Kiprono,Men,Kenya,Gold
1/1/2000,Sydney,Rowing,Rowing,eight with coxswain (8+),M,Ryan,Christian,Men,Australia,Silver
1/1/2000,Sydney,Basketball,Basketball,basketball,W,Timms,Michelle,Women,Australia,Silver
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Booij,Minke,Women,Netherlands,Bronze
1/1/2000,Sydney,Athletics,Athletics,pole vault,W,Dragila,Stacy,Women,United States,Gold
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Starre,Katie,Women,Australia,Gold
1/1/2000,Sydney,Handball,Handball,handball,W,Andersen,Camilla,Women,Denmark,Gold
1/1/2000,Sydney,Football,Football,football,W,Overbeck,Carla,Women,United States,Silver
1/1/2000,Sydney,Rowing,Rowing,double sculls (2x),W,Sakickiene,Birute,Women,Lithuania,Bronze
1/1/2000,Sydney,Aquatics,Water polo,water polo,W,Miller,Gail,Women,Australia,Gold
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),M,Staniszewski,Michal,Men,Poland,Silver
1/1/2000,Sydney,Aquatics,Swimming,100m breaststroke,M,Sludnov,Roman,Men,Russia,Bronze
1/1/2000,Sydney,Cycling,Cycling Track,points race,W,Zijlaard-van moorsel,Leontien,Women,Netherlands,Silver
1/1/2000,Sydney,Rowing,Rowing,lightweight coxless four (4-),M,Madsen,Soren,Men,Denmark,Bronze
1/1/2000,Sydney,Triathlon,Triathlon,Individual,W,Jones,Michellie,Women,Australia,Silver
1/1/2000,Sydney,Football,Football,football,W,Rapp,Anita,Women,Norway,Gold
1/1/2000,Sydney,Athletics,Athletics,4x100m relay,M,Cesar,Jose Angel,Men,Cuba,Bronze
1/1/2000,Sydney,Aquatics,Swimming,50m freestyle,M,Hall,Gary Jr.,Men,United States,Gold
1/1/2000,Sydney,Athletics,Athletics,4x100m relay,M,Silva,Andre Domingos,Men,Brazil,Silver
1/1/2000,Sydney,Fencing,Fencing,épée team,M,Di martino,Jean-Francois,Men,France,Silver
1/1/2000,Sydney,Equestrian,Dressage,team,,Dover,Robert,Men,United States,Bronze
1/1/2000,Sydney,Aquatics,Swimming,4x100m freestyle relay,W,Torres,Dara,Women,United States,Gold
1/1/2000,Sydney,Handball,Handball,handball,M,Lavrov,Igor,Men,Russia,Gold
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),M,Merkov,Petar,Men,Bulgaria,Silver
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Everett,Adam,Men,United States,Gold
1/1/2000,Sydney,Shooting,Shooting,25m rapid fire pistol (60 shots),M,Alifirenko,Sergei,Men,Russia,Gold
1/1/2000,Sydney,Aquatics,Water polo,water polo,W,Mills,Melissa,Women,Australia,Gold
1/1/2000,Sydney,Gymnastics,Artistic G.,floor exercises,M,Vihrovs,Igors,Men,Latvia,Gold
1/1/2000,Sydney,Cycling,Cycling Track,Keirin,M,Rousseau,Florian,Men,France,Gold
1/1/2000,Sydney,Aquatics,Water polo,water polo,W,Konoukh,Sofia,Women,Russia,Bronze
1/1/2000,Sydney,Athletics,Athletics,4x100m relay,M,Mayola,Freddy,Men,Cuba,Bronze
1/1/2000,Sydney,Football,Football,football,M,Epalle,Joel,Men,Cameroon,Gold
1/1/2000,Sydney,Gymnastics,Artistic G.,team competition,W,Amanar,Simona,Women,Romania,Gold
1/1/2000,Sydney,Aquatics,Swimming,200m individual medley,W,Caslaru,Beatrice,Women,Romania,Silver
1/1/2000,Sydney,Rowing,Rowing,quadruple sculls without coxswain (4x),W,Kowalski,Manja,Women,Germany,Gold
1/1/2000,Sydney,Aquatics,Swimming,4x100m freestyle relay,M,Thorpe,Ian,Men,Australia,Gold
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),M,Kammerer,Zoltan,Men,Hungary,Gold
1/1/2000,Sydney,Boxing,Boxing,48 - 51kg (flyweight),M,Jumadilov,Bulat,Men,Kazakhstan,Silver
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,W,Vassilevskaia,Elena,Women,Russia,Silver
1/1/2000,Sydney,Rowing,Rowing,eight with coxswain (8+),M,Trapmore,Steve,Men,United Kingdom,Gold
1/1/2000,Sydney,Aquatics,Water polo,water polo,W,Beauregard,Robin,Women,United States,Silver
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,Wagner-augustin,Katrin,Women,Germany,Gold
1/1/2000,Sydney,Weightlifting,Weightlifting,85kg,M,Asanidze,George,Men,Georgia,Bronze
1/1/2000,Sydney,Aquatics,Swimming,200m individual medley,M,Rosolino,Massimiliano,Men,Italy,Gold
1/1/2000,Sydney,Rowing,Rowing,double sculls (2x),W,Thieme,Jana,Women,Germany,Gold
1/1/2000,Sydney,Football,Football,football,M,Mboma dem,Patrick,Men,Cameroon,Gold
1/1/2000,Sydney,Cycling,Cycling Track,Olympic Sprint,M,Tournant,Arnaud,Men,France,Gold
1/1/2000,Sydney,Football,Football,football,W,Stegemann,Kerstin,Women,Germany,Bronze
1/1/2000,Sydney,Aquatics,Water polo,water polo,M,Balachov,Roman,Men,Russia,Silver
1/1/2000,Sydney,Cycling,Cycling Track,Team Pursuit (4000m),M,Fedenko,Oleksandr,Men,Ukraine,Silver
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,W,Godina,Elena,Women,Russia,Silver
1/1/2000,Sydney,Athletics,Athletics,400m hurdles,M,Herbert,Llewellyn,Men,South Africa,Bronze
1/1/2000,Sydney,Boxing,Boxing,57 - 60kg (lightweight),M,Kindelan,Mario,Men,Cuba,Gold
1/1/2000,Sydney,Gymnastics,Artistic G.,team competition,M,Li,Xiaopeng,Men,China,Gold
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Peek,Alison Louise,Women,Australia,Gold
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,Seroczynski,Adam,Men,Poland,Bronze
1/1/2000,Sydney,Weightlifting,Weightlifting,+ 75kg,W,Wrobel,Agata,Women,Poland,Silver
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Gambero,Ana,Women,Argentina,Silver
1/1/2000,Sydney,Sailing,Sailing,fleet/match race keelboat open (Soling),,Jacobsen,Thomas,Men,Denmark,Gold
1/1/2000,Sydney,Rowing,Rowing,lightweight double sculls (2x),W,Collins,Christine,Women,United States,Bronze
1/1/2000,Sydney,Gymnastics,Artistic G.,team competition,W,Schwikert-warren,Tasha,Women,United States,Bronze
1/1/2000,Sydney,Handball,Handball,handball,W,Mortensen,Karin,Women,Denmark,Gold
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,Fischer,Birgit,Women,Germany,Gold
1/1/2000,Sydney,Aquatics,Diving,3m springboard,W,Lindner,Doerte,Women,Germany,Bronze
1/1/2000,Sydney,Sailing,Sailing,board (Mistral),M,Espinola,Carlos,Men,Argentina,Silver
1/1/2000,Sydney,Handball,Handball,handball,M,Lofgren,Stefan,Men,Sweden,Silver
1/1/2000,Sydney,Athletics,Athletics,4x400m relay,W,Hemmings,Deon Marie,Women,Jamaica,Silver
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,Storcz,Botond,Men,Hungary,Gold
1/1/2000,Sydney,Sailing,Sailing,board (Mistral),W,Sensini,Alessandra,Women,Italy,Gold
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),M,Holmann,Knut,Men,Norway,Gold
1/1/2000,Sydney,Taekwondo,Taekwondo,68 - 80 kg,M,Ebnoutalib,Faissal,Men,Germany,Silver
1/1/2000,Sydney,Gymnastics,Artistic G.,vault,M,Bondarenko,Alexei,Men,Russia,Silver
1/1/2000,Sydney,Athletics,Athletics,110m hurdles,M,Crear,Mark,Men,United States,Bronze
1/1/2000,Sydney,Shooting,Shooting,50m rifle prone (60 shots),M,Edman,Jonas,Men,Sweden,Gold
1/1/2000,Sydney,Athletics,Athletics,4x400m relay,M,Chukwu,Clement,Men,Nigeria,Silver
1/1/2000,Sydney,Hockey,Hockey,hockey,M,Kim,Yoon,Men,"Korea, South",Silver
1/1/2000,Sydney,Aquatics,Swimming,100m backstroke,W,Nakamura,Mai,Women,Japan,Silver
1/1/2000,Sydney,Shooting,Shooting,50m rifle 3 positions (3x20 shots),W,Mauer,Renata,Women,Poland,Gold
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,Viski,Erzsebet,Women,Hungary,Silver
1/1/2000,Sydney,Handball,Handball,handball,M,Perez,Juan,Men,Spain,Bronze
1/1/2000,Sydney,Fencing,Fencing,épée team,M,Milanoli,Paolo,Men,Italy,Gold
1/1/2000,Sydney,Weightlifting,Weightlifting,+ 105kg,M,Chemerkin,Andrey,Men,Russia,Bronze
1/1/2000,Sydney,Athletics,Athletics,shot put,M,Godina,John,Men,United States,Bronze
1/1/2000,Sydney,Aquatics,Synchronized S.,team,W,Yoneda,Yoko,Women,Japan,Silver
1/1/2000,Sydney,Gymnastics,Artistic G.,team competition,M,Nemov,Alexei,Men,Russia,Bronze
1/1/2000,Sydney,Weightlifting,Weightlifting,105kg,M,Tsagaev,Alan,Men,Bulgaria,Silver
1/1/2000,Sydney,Aquatics,Water polo,water polo,W,Castle,Naomi,Women,Australia,Gold
1/1/2000,Sydney,Gymnastics,Artistic G.,team competition,M,Goncharov,Valeri,Men,Ukraine,Silver
1/1/2000,Sydney,Tennis,Tennis,doubles,M,Lareau,Sebastien,Men,Canada,Gold
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Margalot,Mercedes,Women,Argentina,Silver
1/1/2000,Sydney,Athletics,Athletics,4x100m relay,W,Davis,Pauline Elaine,Women,Bahamas,Gold
1/1/2000,Sydney,Boxing,Boxing,+ 91kg (super heavyweight),M,Vidoz,Paolo,Men,Italy,Bronze
1/1/2000,Sydney,Athletics,Athletics,heptathlon,W,Sazanovich,Natalya,Women,Belarus,Bronze
1/1/2000,Sydney,Football,Football,football,M,Nunez,Rodrigo,Men,Chile,Bronze
1/1/2000,Sydney,Aquatics,Swimming,4x100m medley relay,M,Thorpe,Ian,Men,Australia,Silver
1/1/2000,Sydney,Archery,Archery,individual (FITA Olympic round - 70m),M,Wunderle,Victor,Men,United States,Silver
1/1/2000,Sydney,Sailing,Sailing,two-person keelboat open (Star),,Ferreira,Marcelo,Men,Brazil,Bronze
1/1/2000,Sydney,Athletics,Athletics,800m,M,Schumann,Nils,Men,Germany,Gold
1/1/2000,Sydney,Aquatics,Swimming,100m freestyle,W,De bruijn,Inge,Women,Netherlands,Gold
1/1/2000,Sydney,Weightlifting,Weightlifting,105kg,M,Tavakoli,Hossein,Men,Iran,Gold
1/1/2000,Sydney,Rowing,Rowing,four without coxswain (4-),M,Pinsent,Matthew,Men,United Kingdom,Gold
1/1/2000,Sydney,Shooting,Shooting,50m rifle prone (60 shots),M,Martynov,Sergei,Men,Belarus,Bronze
1/1/2000,Sydney,Handball,Handball,handball,W,Sandve,Monica,Women,Norway,Bronze
1/1/2000,Sydney,Sailing,Sailing,fleet/match race keelboat open (Soling),,Stokkeland,Espen,Men,Norway,Bronze
1/1/2000,Sydney,Rowing,Rowing,lightweight double sculls (2x),M,Touron,Pascal,Men,France,Bronze
1/1/2000,Sydney,Aquatics,Swimming,4x100m freestyle relay,W,Van rooijen,Manon,Women,Netherlands,Silver
1/1/2000,Sydney,Basketball,Basketball,basketball,W,Smith,Katie,Women,United States,Gold
1/1/2000,Sydney,Judo,Judo,+ 100kg (heavyweight),M,Douillet,David,Men,France,Gold
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,W,Oliveira,Walewska,Women,Brazil,Bronze
1/1/2000,Sydney,Handball,Handball,handball,M,Kokcharov,Edouard,Men,Russia,Gold
1/1/2000,Sydney,Football,Football,football,M,Pizarro,David,Men,Chile,Bronze
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),M,Dittmer,Andreas,Men,Germany,Bronze
1/1/2000,Sydney,Boxing,Boxing,71-75kg,M,Gaidarbekov,Gaidarbek,Men,Russia,Silver
1/1/2000,Sydney,Tennis,Tennis,doubles,M,Costa,Alberto,Men,Spain,Bronze
1/1/2000,Sydney,Football,Football,football,M,Henriquez,David,Men,Chile,Bronze
1/1/2000,Sydney,Athletics,Athletics,800m,M,Kipketer,Wilson,Men,Denmark,Silver
1/1/2000,Sydney,Judo,Judo,90 - 100kg (half-heavyweight),M,Traineau,Stephane,Men,France,Bronze
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,Bonomi,Beniamino,Men,Italy,Gold
1/1/2000,Sydney,Aquatics,Swimming,200m backstroke,M,Peirsol,Aaron,Men,United States,Silver
1/1/2000,Sydney,Table Tennis,Table Tennis,doubles,M,Chila,Patrick Antoine Edouard,Men,France,Bronze
1/1/2000,Sydney,Rowing,Rowing,lightweight coxless four (4-),M,Dorfmann,Xavier,Men,France,Gold
1/1/2000,Sydney,Judo,Judo,66 - 73kg (lightweight),M,Camilo,Tiago,Men,Brazil,Silver
1/1/2000,Sydney,Aquatics,Synchronized S.,team,W,Egami,Ayano,Women,Japan,Silver
1/1/2000,Sydney,Athletics,Athletics,4x400m relay,W,Burgher,Michelle,Women,Jamaica,Silver
1/1/2000,Sydney,Athletics,Athletics,20km race walk,W,Vasco,Maria,Women,Spain,Bronze
1/1/2000,Sydney,Shooting,Shooting,10m air rifle (40 shots),W,Kang,Cho-Hyun,Women,"Korea, South",Silver
1/1/2000,Sydney,Aquatics,Water polo,water polo,M,Trbojevic,Petar,Men,Yugoslavia,Bronze
1/1/2000,Sydney,Boxing,Boxing,63.5 - 67kg (welterweight),M,Grusac,Vitalie,Men,Moldova,Bronze
1/1/2000,Sydney,Boxing,Boxing,81 - 91kg (heavyweight),M,Tchanturia,Vladimer,Men,Georgia,Bronze
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,Ulm,Stefan,Men,Germany,Silver
1/1/2000,Sydney,Aquatics,Water polo,water polo,M,Sapic,Aleksandar,Men,Yugoslavia,Bronze
1/1/2000,Sydney,Aquatics,Synchronized S.,team,W,Novokshchenova,Olga,Women,Russia,Gold
1/1/2000,Sydney,Archery,Archery,team (FITA Olympic round - 70m),M,Frangilli,Michele,Men,Italy,Silver
1/1/2000,Sydney,Rowing,Rowing,eight with coxswain (8+),M,Boraska,Igor,Men,Croatia,Bronze
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,Horvath,Gabor,Men,Hungary,Gold
1/1/2000,Sydney,Football,Football,football,M,Ruiz,Ismael,Men,Spain,Silver
1/1/2000,Sydney,Hockey,Hockey,hockey,M,Vogels,Guus,Men,Netherlands,Gold
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Lim,Chang-Yong,Men,"Korea, South",Bronze
1/1/2000,Sydney,Tennis,Tennis,doubles,W,Oremans,Miriam,Women,Netherlands,Silver
1/1/2000,Sydney,Modern Pentathlon,Modern Pentath.,Individual competition,M,Dovgal,Pavel,Men,Belarus,Bronze
1/1/2000,Sydney,Football,Football,football,W,Sobrero,Kate,Women,United States,Silver
1/1/2000,Sydney,Fencing,Fencing,épée team,M,Obry,Hughes,Men,France,Silver
1/1/2000,Sydney,Aquatics,Swimming,200m freestyle,M,Van den hoogenband,Pieter,Men,Netherlands,Gold
1/1/2000,Sydney,Tennis,Tennis,doubles,M,Corretja,Alex,Men,Spain,Bronze
1/1/2000,Sydney,Aquatics,Swimming,4x100m medley relay,W,White,Tarnee,Women,Australia,Silver
1/1/2000,Sydney,Aquatics,Water polo,water polo,W,Higgins,Yvette,Women,Australia,Gold
1/1/2000,Sydney,Gymnastics,Artistic G.,individual all-round,W,Liu,Xuan,Women,China,Bronze
1/1/2000,Sydney,Wrestling,Wrestling Free.,58 - 63kg,M,Jang,Jae-Sung,Men,"Korea, South",Bronze
1/1/2000,Sydney,Aquatics,Swimming,100m backstroke,W,Mocanu,Diana,Women,Romania,Gold
1/1/2000,Sydney,Wrestling,Wrestling Free.,48 - 54kg,M,Henson,Samuel,Men,United States,Silver
1/1/2000,Sydney,Aquatics,Water polo,water polo,M,Kozlov,Nikolai,Men,Russia,Silver
1/1/2000,Sydney,Hockey,Hockey,hockey,M,Van weel,Diederik,Men,Netherlands,Gold
1/1/2000,Sydney,Boxing,Boxing,- 48kg (light-flyweight),M,Romero,Maikro,Men,Cuba,Bronze
1/1/2000,Sydney,Aquatics,Swimming,4x100m freestyle relay,M,Scherer,Fernando,Men,Brazil,Bronze
1/1/2000,Sydney,Cycling,Cycling Road,individual road race,W,Zijlaard-van moorsel,Leontien,Women,Netherlands,Gold
1/1/2000,Sydney,Badminton,Badminton,doubles,,Goode,Joanne,Women,United Kingdom,Bronze
1/1/2000,Sydney,Handball,Handball,handball,W,Brodsgaard,Karen,Women,Denmark,Gold
1/1/2000,Sydney,Equestrian,Jumping,team,,Azevedo,Luiz Felipe,Men,Brazil,Bronze
1/1/2000,Sydney,Shooting,Shooting,double trap (120 targets),W,Gelisio,Deborah,Women,Italy,Silver
1/1/2000,Sydney,Aquatics,Swimming,4x200m freestyle relay,M,Kowalski,Daniel,Men,Australia,Gold
1/1/2000,Sydney,Athletics,Athletics,400m,W,Merry,Katharine,Women,United Kingdom,Bronze
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,M,Kuleshov,Alexey,Men,Russia,Silver
1/1/2000,Sydney,Handball,Handball,handball,M,Pettersson,Johan,Men,Sweden,Silver
1/1/2000,Sydney,Handball,Handball,handball,M,Barrufet,David,Men,Spain,Bronze
1/1/2000,Sydney,Athletics,Athletics,20km walk,M,Andreyev,Vladimir,Men,Russia,Bronze
1/1/2000,Sydney,Archery,Archery,team (FITA Olympic round - 70m),W,Pfohl,Cornelia,Women,Germany,Bronze
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Park,Seok-Jin,Men,"Korea, South",Bronze
1/1/2000,Sydney,Boxing,Boxing,51 - 54kg (bantamweight),M,Rigondeaux ortiz,Guillermo,Men,Cuba,Gold
1/1/2000,Sydney,Rowing,Rowing,quadruple sculls without coxswain (4x),M,Sartori,Alessio,Men,Italy,Gold
1/1/2000,Sydney,Weightlifting,Weightlifting,+ 75kg,W,Ding,Meiyuan,Women,China,Gold
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Linares,Omar,Men,Cuba,Silver
1/1/2000,Sydney,Athletics,Athletics,marathon,M,Tola,Tesfaye,Men,Ethiopia,Bronze
1/1/2000,Sydney,Rowing,Rowing,eight with coxswain (8+),W,Davis,Heather,Women,Canada,Bronze
1/1/2000,Sydney,Fencing,Fencing,sabre team,M,Charikov,Serguei,Men,Russia,Gold
1/1/2000,Sydney,Weightlifting,Weightlifting,75kg,W,Ogbeifo,Ruth,Women,Nigeria,Silver
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,W,Artamonova,Evgenya,Women,Russia,Silver
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Sheets,Ben,Men,United States,Gold
1/1/2000,Sydney,Athletics,Athletics,4x400m relay,W,Miles,Jearl,Women,United States,Gold
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,Sokolowska kulesza,Beata,Women,Poland,Bronze
